貼文時間,貼文ID,貼文內容,分享內容,讚數,分享數
2012-10-15 11:28:11+00:00,211037402285285_419645564757800,"五月天 阿信：
(★ ω ★) 好奇心は?を殺すと言われてるけど、
.... . ?の好奇心は人をも殺したんだ。

https://twitter.com/ashin945

都說好奇心會殺死貓，  .  △ . .  △
但貓的好奇心也殺人了。 (★ ω ★)",,79679,2155
2012-10-14 09:57:20+00:00,211037402285285_419257388129951,"五月天 阿信：
這圖片什麼意思？  ( ‧? ? ‧?)  我看不懂。

知道的解釋一下。
www.facebook.com/ashin555",,47562,711
2012-10-14 03:32:03+00:00,211037402285285_419181831470840,"五月天 阿信：
顛倒一下 世界的風景，
就能改變 自己的心情。
(咦？只是顛倒一下昨天的句子...)

www.facebook.com/ashin555",,73650,1959
2012-10-13 14:10:04+00:00,211037402285285_418972104825146,"願漫天星晨伴你墜入夢境，晚安。

?天の星空が君と共に夢の中へ?ちてゆくように。おやすみなさい。",五月天 阿信 added a new photo.,101524,3319
2012-10-12 23:40:01+00:00,211037402285285_418788894843467,"五月天 阿信：
顛倒一下 自己的心情，
就能改變 世界的風景。

自分の?持を反?させれば、風景が?わる。 : ) 

facebook www.facebook.com/ashin555
twitter https://twitter.com/ashin945",,64433,2543
2012-10-12 08:50:39+00:00,211037402285285_418543984867958,"五月天 阿信
我想看莫內的畫，結果google出這種東西...。

(O_O)  星際大戰！
www.facebook.com/ashin555",,49243,814
2012-10-11 09:57:01+00:00,211037402285285_358096207613717,這... 有誰想喝江南咖啡？,五月天 阿信 shared STAYREAL's photo.,75937,2192
2012-10-10 15:19:19+00:00,211037402285285_417862721602751,今天現場和電視(腦)前的你，晚安唷！,,100571,351
2012-10-10 07:09:35+00:00,211037402285285_417729951616028,"五月天 阿信：
好孩子，
別再臉書，快去唸書。 ( ‧? _ ‧? )

www.facebook.com/ashin555",,287321,2891
2012-10-09 10:21:30+00:00,211037402285285_417402991648724,"words & photo by  五月天 阿信

時間都是發生這一天，十月九日。有關於一個傳說的殞落，和一個傳說的崛起。
 
「不要發抖，像個男人！」身中數槍，睜大雙眼，周身浸滿了濃厚血液的他，這樣對負責行刑的劊子手吼著。然後他拉開襯衫，指著自己的胸膛，要求最後一槍。
 
............................................................
 
整整四十五年前，歷史上的今天，那個胸部中彈倒在血泊中斷氣的男人，成為了全球的超級偶像。他的照片與畫像，掛在服飾店，餐廳，或是顏色搶眼的踢恤上。不斷的有紀念或討論他的文章或是電影。雖然，他沒有命去看到世界的改變。
 
當年負責行刑的劊子手，已經是個又窮又瞎的老兵。但，那時奉命槍斃傳奇人物的這一幕，始終鮮明的刻印在他的腦海中，陪伴著他，行走在數十年黑暗中。

............................................................ 
 
我們把手上的時光機，再往回撥二十七年，一樣是十月九日，地點設定在英國的利物浦，你就會聽到一個嬰兒誕生的哭聲，從街角的窗戶飄出來。
 
這個聲音，將會為全世界演唱最知名的反戰歌曲，壓唱黑膠唱片、雷射光碟、壓縮成mp3，流傳到世界的每一個角落。

............................................................

這兩個與我們不相干的歷史片段，發生在地球上非常遠離我們的兩端。而他們都是發生在歷史上的今天，十月九日。剛從上海回來，台北是陰天，不過沒有下雨。對我來說，今天還算是不錯的日子。
 
............................................................
 
歷史像是輪迴，或是諷刺，尤其當我們無厘頭把它們拼貼在一起。或者我們微笑而帶一點感觸的說，歷史是一個有犧牲有流血的，真實的伊索寓言。
 
2007年瞎眼的老兵接受了免費的眼科義診，重新回到光明的世界，走完他昏黃的殘年。讓他重見光明的免費醫療，正是他槍下的亡魂切格瓦拉的理想之一。


今天是2012年的十月九日，我們還有一點點做夢的自由。
 



看看 阿信 G+ 還關心什麼？：
https://plus.google.com/u/1/+五月天阿信/posts

PNN公視新聞議題中心：
http://www.facebook.com/pnnpts.fanpage?ref=ts&fref=ts



約翰藍儂
                                                              
那年冬天 子彈 它給了你自由
沒了 軀殼 就活在人們心中
看著 今天 你會笑還是會搖頭
 
整個世界曾經 都跟著你作夢
如今和平 依然在歌曲裡頭
猜忌 戰火 還跟著我一起生活
 
能不能暫時把你的勇氣給我
在夢想快消失的時候
讓我的歌 用力的穿過天空
為我愛的人做一秒英雄
 
 


摩托車日記
     
橫越過南美洲 一萬兩千里的貧窮
我騎著 狂妄的 一股衝動
無垠的大地啊  種不出一個夢
只看到 那無數的  飢餓的孩子和絕望佃農
 
唔誰在等待英雄
唔 我把左輪瞄準無情天空
               
誰願意和我 一起寫一個傳說
你還夢不夢 瘋不瘋
還有沒有當初 浪漫溫柔
                                                   
誰願意和我一起寫一個傳說
就算誰能 消滅了我
卻奪不走我們  作夢的自由

.",,38643,1817
2012-10-08 14:05:06+00:00,211037402285285_417090955013261,"補鼠夾，你夾錯人了！（O_O）   

阿信. 臉書
www.facebook.com/ashin555",五月天 阿信 added a new photo.,67633,1401
2012-10-07 07:43:50+00:00,211037402285285_478625275505098,"對摺、心太軟、傷心太平洋、對面的女孩看過來、我是一隻魚、再出發、浪花一朵朵、小雪、春天花會開、很受傷、不信邪 ...... 
12/15和五月天一起到小巨蛋，感受華語時代最輝煌的縮影。 :)",五月天 阿信 shared 任賢齊 Richie Jen's photo.,16694,191
2012-10-06 14:00:36+00:00,211037402285285_416356441753379,"五月天 阿信：
咦，誰的帽子掉在這裡？...

ps: 轉貼了上則的朋友別忘了貼這則，
不然你朋友塗鴉牆上的喬巴還是光頭喔。
www.facebook.com/ashin555",,37410,1306
2012-10-06 13:21:55+00:00,211037402285285_416341441754879,"五月天 阿信：
原來喬巴的髮型長這樣 ...。（帽子咧？）

www.facebook.com/ashin555",,87114,2950
2012-10-06 02:43:52+00:00,211037402285285_441834575868563,早安！ :),五月天 阿信 shared their photo.,63396,1309
2012-10-05 09:51:07+00:00,211037402285285_415906515131705,"五月天 阿信：
生活，不是 A 點到 B 點的最短距離，
而是自我隨性的 探險 與 游移。
my way，你想怎麼走？

www.facebook.com/ashin555",,49191,2936
2012-10-04 16:56:12+00:00,211037402285285_415669168488773,"五月天 阿信：
今天，五月天 [諾亞方舟] 上海站第一天，
這麼多年，我只學到一句上海話：「謝謝儂」。
沒想到，他們卻學了那麼多首台語歌。

www.facebook.com/ashin555",,40276,522
2012-10-03 14:15:50+00:00,211037402285285_285196301581260,"幾分鐘前，我與不二良的第一家STAYREAL門市正式走入歷史了。真心感謝大家這幾年來的支持，讓我們擁有這個珍貴的回憶。
然後...
一個月內他會在東區後巷重生，在更好的地段，有更大的基地，來倒數計時，期待創造新的回憶吧。 ( ‧? _ ‧? ) ",五月天 阿信 shared a Page.,28809,357
2012-10-03 12:08:00+00:00,211037402285285_415227315199625,"五月天 阿信：
也許日子裡的驚濤駭浪，
不過是人生中的水花搖晃。

別用顯微鏡放大你的悲傷。  ( ‧? _ ‧? )
http://www.facebook.com/ashin555",,58890,6973
2012-10-03 09:39:59+00:00,211037402285285_162290820561934,"RTお願い  #五月天 #メイデイ 
[第二人生] http://t.co/1BhHgTQ
人生という長い旅に出たら、どんな道をどう走り?くか、決めるのは自分次第だ。泥まみれの今から?け出して素晴らしい未?を迎えようとしたければ、奇蹟など待たずに、思い切って勇?の一?を踏み出そう！
ashin's twitter：https://twitter.com/ashin945
STAYREAL https://twitter.com/stayreal_tokyo",,5046,156
2012-10-02 15:30:33+00:00,211037402285285_414918391897184,"五月天 阿信：
抬燈就是夜貓子的陽光，
熬夜就是夢想者的倔強；
晚安，但不睡。   :)

デスクランプは夜型人間の日差しで、 
夜更しすることは夢を追う人間の強情さだ。
おやすみなさい、でも?ない。 :)

facebook http://www.fb.com/ashin555
twitter https://twitter.com/ashin945",,53781,2201
2012-10-01 10:28:37+00:00,211037402285285_414474195274937,"五月天 阿信：
夏天太熱了，只好待在屋裡：
冬天太冷了，只好躲在屋裡；
春天太潮了，只好賴在屋裡。 ... 
秋天今年來早了，秋陽養的秋老虎睡著了；
秋涼的你，和自己的心，出門散散步吧。

photo by ashin 
www.facebook.com/ashin555",,49742,1476
2012-09-30 08:53:29+00:00,211037402285285_418886234838361,"RTお願い  mayday #五月天 #メイデイ 
 [一顆蘋果] http://bit.ly/UysH1A 
あの頃追いかけた夢が?わないままで散々な?日を送っていると思う事が多いのか。?は、生きているだけで幸せなんだよ。それで、たとえ今は辛くても、リンゴをもう一つ食べて頑張ろう！
ashin's twitter：https://twitter.com/ashin945",,6129,252
2012-09-30 08:01:12+00:00,211037402285285_414090398646650,"五月天 阿信：
再打我，再打我，再打我就要復仇了喔！

www.facebook.com/ashin555",,76447,1859
2012-09-29 15:38:20+00:00,211037402285285_500305906647373,"台??????mayday #五月天 #メイデイ
[ 2012 ] http://bit.ly/QI3QXT 
この住みにくくなった世の中に?する無力感や失望感を感じたりしてるなら、この曲を?いて下さい。今年世界は破滅すると言われてても、その再生する世界はもっと美しくなると信じ始めた。
ashin's twitter：https://twitter.com/ashin945",,6162,220
2012-09-29 13:06:41+00:00,211037402285285_405790242820236,嘿，我還在等喔，不然先喝一半也可以。 ,五月天 阿信 shared their photo.,78814,1422
2012-09-29 02:11:16+00:00,211037402285285_413658762023147,"五月天 阿信：
中「丘」節快樂！ ( ‧? ω ‧? )

? 有沒有人要找我去烤肉？
www.facebook.com/ashin555",,66698,3024
2012-09-28 15:17:36+00:00,211037402285285_178241058979158,宇宙兄弟！,五月天 阿信 shared STAYREAL's photo.,28256,399
2012-09-28 04:07:28+00:00,211037402285285_413358238719866,"五月天 阿信：
叛逆的我，不是一個好學生，
幸運的是，我有很多好老師！

(￣?￣)/ 祝全世界的老師 9/28教師節快樂！
photo | Oct. So Cool magazine 歡迎轉貼
www.facebook.com/ashin555",,79107,3255
2012-09-27 11:12:11+00:00,211037402285285_413110035411353,"五月天 阿信：
都說小孩像天使，
你們身邊，有沒有小孩像小惡魔的？ (ˋ ε  ˊ "" )

STAR WARS? x STAYREAL 
http://www.facebook.com/iSTAYREAL",,47728,821
2012-09-26 23:40:59+00:00,211037402285285_473532052678507,早安！ :),五月天 阿信 shared their photo.,46802,2098
2012-09-26 11:17:45+00:00,211037402285285_412746392114384,"五月天 阿信：
讓悲傷都飛走，
讓我當你 暫時的男朋友，好嗎？

嚴爵（Yen-j）：爵式人生 暫時的男朋友大首播！
http://youtu.be/88m2XdyGXRY?hd=1
好聽到很可惡。",,53126,1915
2012-09-25 12:02:36+00:00,211037402285285_412415755480781,"五月天 阿信：
圓點好看？條紋好看？
服裝界爭論，昆蟲界也在爭論，哈哈哈。

? 你們覺得呢？
www.facebook.com/ashin555",,45620,868
2012-09-24 12:03:34+00:00,211037402285285_412083252180698,"五月天 阿信：
讓我用音樂治癒你的心吧。
僕が音?で君の心を癒してあげようか。

http://youtu.be/38lcQsEMGrk?hd=1

facebook http://www.fb.com/ashin555
twitter https://twitter.com/ashin945",,43903,1907
2012-09-24 09:49:48+00:00,211037402285285_420916551305208,"この曲を友達に紹介してください！ :) 
mayday 五月天 ""孫悟空"" 
http://www.youtube.com/watch?v=fcYaBvBTYHs&feature=share&list=PL9C2818276B0B3FC0

please follow my twitter：
https://twitter.com/ashin945",,5704,190
2012-09-23 12:27:13+00:00,211037402285285_150191325122629,"五月天 怪獸：
人來了嗎？ 我暖身兩天了～（轉動腳踝）

五月天 阿信：
怪獸哥，你有必要換上釘鞋嗎？!（驚訝）

http://www.facebook.com/ashin555",五月天 阿信 shared their photo.,53704,1636
2012-09-23 01:11:32+00:00,211037402285285_173247826146219,"五月天 阿信：
この曲を友達に紹介してください！ :) 
mayday五月天 ""倔強 "" PV dir 丹修一 
http://youtu.be/R2s-H_crYkc 

please follow my twitter：
https://twitter.com/ashin945",,8097,327
2012-09-23 00:53:33+00:00,211037402285285_411589478896742,"五月天 阿信：
( ‧? ? ‧?) 夢は、時々目の前にあるのにどうしても?めそうもないものだ。それで、私達を中途半端な所に立ち止まらせたんだ。
let's join my twitter:
https://twitter.com/ashin945

夢想，
有時候近在眼前，但就是碰不到，
讓我們 ""卡"" 在半空中。
www.facebook.com/ashin555",,68126,3182
2012-09-22 02:03:06+00:00,211037402285285_411246812264342,"五月天 怪獸：
人來了嗎？ 我暖身兩天了～（轉動腳踝）
五月天 阿信：
怪獸哥，你有必要換上釘鞋嗎？!（驚訝）

五月天真的很用心幫每個粉絲的忙。
http://www.facebook.com/ashin555",,188000,7162
2012-09-21 14:51:33+00:00,211037402285285_447948365257460,"2012年的9/21，世界依然喧喧鬧鬧，
但至少，我們平安度過這一天。
感謝每位分享轉貼的你，讓我感受我們都在同一方舟上。
晚安，好夢。 :)",五月天 阿信 shared their photo.,34292,1019
2012-09-20 11:00:01+00:00,211037402285285_410614665660890,"五月天 阿信：
雖然我沒有 五月天 瑪莎 的爆炸性言論，
但我一樣有爆炸性的頭髮！

＋﹏＋ * Mayday五月天 照片攝於 2000 年
www.facebook.com/ashin555",,50773,893
2012-09-19 14:25:51+00:00,211037402285285_328950250533844,我還在等喝游泳池的照片耶！！！,五月天 阿信 shared their photo.,139394,4052
